File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF000PIZ	bigBed broadPeak	peaks	ENCSR000BMC	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					HDAC2-human	ENCAB000AHJ	DNA		see document	see document		2011-07-18	ENCODE		see document		15 year	2	1					ENCFF001UGD	275865	Richard Myers, HAIB	a24b49a120baff1e7c783bc8d8bb2ca5	https://www.encodeproject.org/files/ENCFF000PIZ/@@download/ENCFF000PIZ.bigBed	hg19	
ENCFF000PJA	bigWig	raw signal	ENCSR000BMC	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					HDAC2-human	ENCAB000AHJ	DNA		see document	see document		2011-07-18	ENCODE		see document		15 year	1	1						42998682	Richard Myers, HAIB	447cb9be56a8b2aa912a72fc813d3e7e	https://www.encodeproject.org/files/ENCFF000PJA/@@download/ENCFF000PJA.bigWig	hg19	
ENCFF000PJB	bigWig	raw signal	ENCSR000BMC	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					HDAC2-human	ENCAB000AHJ	DNA		see document	see document		2011-07-18	ENCODE		see document		15 year	2	1						16660596	Richard Myers, HAIB	eeed49943c7f7e0232c5938559d60ce3	https://www.encodeproject.org/files/ENCFF000PJB/@@download/ENCFF000PJB.bigWig	hg19	
ENCFF349TNQ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BMC	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					HDAC2-human	ENCAB000AHJ	DNA		see document	see document		2011-07-18	ENCODE											ENCFF002CKM	1023426	ENCODE Consortium	844fc3469a4348cf5c4e001dd1f680d8	https://www.encodeproject.org/files/ENCFF349TNQ/@@download/ENCFF349TNQ.bigBed	hg19	
ENCFF001DWC	bigBed broadPeak	hotspots	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	1	1					ENCFF001WPH	5432211	John Stamatoyannopoulos, UW	99f0150adaba4a032a815bcb33e12fb6	https://www.encodeproject.org/files/ENCFF001DWC/@@download/ENCFF001DWC.bigBed	hg19	
ENCFF001DWD	bigBed broadPeak	hotspots	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	2	1					ENCFF001WPI	5631633	John Stamatoyannopoulos, UW	315c72253ee429a405c9959435e801fd	https://www.encodeproject.org/files/ENCFF001DWD/@@download/ENCFF001DWD.bigBed	hg19	
ENCFF001DWE	bigBed narrowPeak	peaks	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	1	1					ENCFF001WPJ	3072331	John Stamatoyannopoulos, UW	b024a9f6b020d3f4780442ca8d251bc8	https://www.encodeproject.org/files/ENCFF001DWE/@@download/ENCFF001DWE.bigBed	hg19	
ENCFF001DWF	bigBed narrowPeak	peaks	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	2	1					ENCFF001WPK	3263029	John Stamatoyannopoulos, UW	e611f0f154754836bbbed70fa2a51d54	https://www.encodeproject.org/files/ENCFF001DWF/@@download/ENCFF001DWF.bigBed	hg19	
ENCFF001DWI	bigWig	raw signal	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	1	1						149434644	John Stamatoyannopoulos, UW	7f8764f5e86f15c3c7c3047c930dd3db	https://www.encodeproject.org/files/ENCFF001DWI/@@download/ENCFF001DWI.bigWig	hg19	
ENCFF001DWJ	bigWig	raw signal	ENCSR000EPF	DNase-seq	EFO:0005726	LNCaP clone FGC	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		50 year	2	1						195928317	John Stamatoyannopoulos, UW	cd13f87618ed6173c6b339a2692102e1	https://www.encodeproject.org/files/ENCFF001DWJ/@@download/ENCFF001DWJ.bigWig	hg19	
ENCFF000VGS	bigBed narrowPeak	peaks	ENCSR000EWZ	ChIP-seq	EFO:0005236	NT2/D1	immortalized cell line	unknown	male	Homo sapiens					H3K9me3-human	ENCAB000ANQ	DNA		see document	see document		2011-10-07	ENCODE											ENCFF001VCX	3593467	Peggy Farnham, USC	c782e170987b2bd3287ff9f7c8acddb1	https://www.encodeproject.org/files/ENCFF000VGS/@@download/ENCFF000VGS.bigBed	hg19	
ENCFF000VHB	bigWig	signal	ENCSR000EWZ	ChIP-seq	EFO:0005236	NT2/D1	immortalized cell line	unknown	male	Homo sapiens					H3K9me3-human	ENCAB000ANQ	DNA		see document	see document		2011-10-07	ENCODE												414742376	Peggy Farnham, USC	c43b679b425236493fdd5d6cac03ad5c	https://www.encodeproject.org/files/ENCFF000VHB/@@download/ENCFF000VHB.bigWig	hg19	
ENCFF001CUK	bigBed broadPeak	hotspots	ENCSR000EMU	DNase-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1					ENCFF001WFW	8508811	John Stamatoyannopoulos, UW	e67530b762cc1f2dbd11bc45c523750b	https://www.encodeproject.org/files/ENCFF001CUK/@@download/ENCFF001CUK.bigBed	hg19	
ENCFF001CUL	bigBed narrowPeak	peaks	ENCSR000EMU	DNase-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1					ENCFF001WFV	2647045	John Stamatoyannopoulos, UW	9da23a416d4f039083544bb3c54e9d3f	https://www.encodeproject.org/files/ENCFF001CUL/@@download/ENCFF001CUL.bigBed	hg19	
ENCFF001CUN	bigWig	raw signal	ENCSR000EMU	DNase-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1						160958251	John Stamatoyannopoulos, UW	ef6885215ebd8bacae9ec6ca30f3a97a	https://www.encodeproject.org/files/ENCFF001CUN/@@download/ENCFF001CUN.bigWig	hg19	
ENCFF000BAC	bigBed broadPeak	peaks	ENCSR000ATS	ChIP-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens					SUZ12-human	ENCAB000ALK	DNA		see document	see document		2012-08-06	ENCODE											ENCFF001SVQ	800439	Bradley Bernstein, Broad	4e840e89db2519d37d857e90e60d1eab	https://www.encodeproject.org/files/ENCFF000BAC/@@download/ENCFF000BAC.bigBed	hg19	
ENCFF000BAD	bigWig	signal	ENCSR000ATS	ChIP-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens					SUZ12-human	ENCAB000ALK	DNA		see document	see document		2012-08-06	ENCODE												491514370	Bradley Bernstein, Broad	7c9cbabf47b0cdd06e297ef936d54273	https://www.encodeproject.org/files/ENCFF000BAD/@@download/ENCFF000BAD.bigWig	hg19	
ENCFF001HCW	bigBed broadPeak	hotspots	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			1	1	36				ENCFF001XNR	3029275	John Stamatoyannopoulos, UW	d5038314f70df96e4b35a88ae5b93eb8	https://www.encodeproject.org/files/ENCFF001HCW/@@download/ENCFF001HCW.bigBed	hg19	
ENCFF001HCX	bigBed broadPeak	hotspots	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			2	1	36				ENCFF001XNS	3788839	John Stamatoyannopoulos, UW	8796ad1c22472c451149cda161ce7a3f	https://www.encodeproject.org/files/ENCFF001HCX/@@download/ENCFF001HCX.bigBed	hg19	
ENCFF001HCY	bigBed narrowPeak	peaks	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			1	1	36				ENCFF001XNT	1042019	John Stamatoyannopoulos, UW	c557107a399d90e38e1c4aa33b961538	https://www.encodeproject.org/files/ENCFF001HCY/@@download/ENCFF001HCY.bigBed	hg19	
ENCFF001HCZ	bigBed narrowPeak	peaks	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			2	1					ENCFF001XNU	740762	John Stamatoyannopoulos, UW	f272f51c8e9f54a517e4325e8816ad44	https://www.encodeproject.org/files/ENCFF001HCZ/@@download/ENCFF001HCZ.bigBed	hg19	
ENCFF001HDB	bigWig	raw signal	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			1	1						81464714	John Stamatoyannopoulos, UW	7f20dd34708a64d59d72e174128d8b91	https://www.encodeproject.org/files/ENCFF001HDB/@@download/ENCFF001HDB.bigWig	hg19	
ENCFF001HDC	bigWig	raw signal	ENCSR000DRF	ChIP-seq	EFO:0005339	GM12866	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2012-01-17	ENCODE		see document			2	1						58060828	John Stamatoyannopoulos, UW	c9f98957798875ed12dd8329cd12b229	https://www.encodeproject.org/files/ENCFF001HDC/@@download/ENCFF001HDC.bigWig	hg19	
ENCFF000ALM	bigBed broadPeak	peaks	ENCSR000ASU	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone				H3K79me2-human	ENCAB000ANH	DNA		see document	see document		2012-08-06	ENCODE											ENCFF001STF	949473	Bradley Bernstein, Broad	a80d8e6dffba94bcba5fc6498d3bae2c	https://www.encodeproject.org/files/ENCFF000ALM/@@download/ENCFF000ALM.bigBed	hg19	
ENCFF000ALO	bigWig	signal	ENCSR000ASU	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone				H3K79me2-human	ENCAB000ANH	DNA		see document	see document		2012-08-06	ENCODE												287172352	Bradley Bernstein, Broad	31f43f870d87501a47828193ee43676c	https://www.encodeproject.org/files/ENCFF000ALO/@@download/ENCFF000ALO.bigWig	hg19	
ENCFF000AHN	bigBed broadPeak	peaks	ENCSR000AUF	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	ethanol				CTCF-human	ENCAB000AXX	DNA		see document	see document		2012-08-06	ENCODE											ENCFF001SSO	2499572	Bradley Bernstein, Broad	12949c509d48f5f66a4da553e86d094f	https://www.encodeproject.org/files/ENCFF000AHN/@@download/ENCFF000AHN.bigBed	hg19	
ENCFF000AHQ	bigWig	signal	ENCSR000AUF	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	ethanol				CTCF-human	ENCAB000AXX	DNA		see document	see document		2012-08-06	ENCODE												426677821	Bradley Bernstein, Broad	54e27718de22aab126d3be912d442bf5	https://www.encodeproject.org/files/ENCFF000AHQ/@@download/ENCFF000AHQ.bigWig	hg19	
ENCFF000CCF	bigBed broadPeak	peaks	ENCSR000AUC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					SUZ12-human	ENCAB000ALK	DNA		see document	see document		2012-08-06	ENCODE											ENCFF001TAG	604776	Bradley Bernstein, Broad	a0d71f441b576666e709f70a917cd460	https://www.encodeproject.org/files/ENCFF000CCF/@@download/ENCFF000CCF.bigBed	hg19	
ENCFF000CCH	bigWig	signal	ENCSR000AUC	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					SUZ12-human	ENCAB000ALK	DNA		see document	see document		2012-08-06	ENCODE												170393462	Bradley Bernstein, Broad	c9b9ae4cf741771200eabed07ae314eb	https://www.encodeproject.org/files/ENCFF000CCH/@@download/ENCFF000CCH.bigWig	hg19	
ENCFF000ADL	bigBed narrowPeak	peaks	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE											ENCFF001SOZ	2334812	Gregory Crawford, Duke	64559b432ace8adad63c8fb1bc5f855a	https://www.encodeproject.org/files/ENCFF000ADL/@@download/ENCFF000ADL.bigBed	hg19	
ENCFF000SSL	bigWig	base overlap signal	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE												1128530374	Gregory Crawford, Duke	f8461e33ddbf2cb185f4bd9715e83ca4	https://www.encodeproject.org/files/ENCFF000SSL/@@download/ENCFF000SSL.bigWig	hg19	
ENCFF000SSN	bigBed narrowPeak	peaks	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE											ENCFF001UWC	4495775	Gregory Crawford, Duke	83f962a81da9acc9f8b3ba964bc92eba	https://www.encodeproject.org/files/ENCFF000SSN/@@download/ENCFF000SSN.bigBed	hg19	
ENCFF000SSP	bigWig	signal	ENCSR000EKE	DNase-seq	EFO:0005704	HuH-7.5	immortalized cell line	adult	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE												3664323197	Gregory Crawford, Duke	1ced89de3a449953c5229666f3d34f37	https://www.encodeproject.org/files/ENCFF000SSP/@@download/ENCFF000SSP.bigWig	hg19	
ENCFF000CAW	bigBed broadPeak	peaks	ENCSR000AQA	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					KDM5B-human	ENCAB000AJZ	DNA		see document	see document		2012-03-06	ENCODE											ENCFF001SZY	3320545	Bradley Bernstein, Broad	e487b9f8cd8d29a06c63b5ff697e3120	https://www.encodeproject.org/files/ENCFF000CAW/@@download/ENCFF000CAW.bigBed	hg19	
ENCFF000CBA	bigWig	signal	ENCSR000AQA	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					KDM5B-human	ENCAB000AJZ	DNA		see document	see document		2012-03-06	ENCODE												440934987	Bradley Bernstein, Broad	fe50d90e4411e030e1416d8dbb00ac30	https://www.encodeproject.org/files/ENCFF000CBA/@@download/ENCFF000CBA.bigWig	hg19	
ENCFF720HWG	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000AQA	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					KDM5B-human	ENCAB000AJZ	DNA		see document	see document		2012-03-06	ENCODE											ENCFF002CES	1020821	ENCODE Consortium	43c29c268075ea8a8e0d6bdba81cfdb4	https://www.encodeproject.org/files/ENCFF720HWG/@@download/ENCFF720HWG.bigBed	hg19	
ENCFF000ADR	bigBed narrowPeak	peaks	ENCSR000EKY	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens	lactate						DNA		see document	see document		2012-03-28	ENCODE											ENCFF001SPF	2053289	Gregory Crawford, Duke	4449cc0b8d9aeed70057b4088fb99d16	https://www.encodeproject.org/files/ENCFF000ADR/@@download/ENCFF000ADR.bigBed	hg19	
ENCFF000SYR	bigWig	base overlap signal	ENCSR000EKY	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens	lactate						DNA		see document	see document		2012-03-28	ENCODE												1156649263	Gregory Crawford, Duke	e7815d546d8511b157e77e62ae94f3df	https://www.encodeproject.org/files/ENCFF000SYR/@@download/ENCFF000SYR.bigWig	hg19	
ENCFF000SYT	bigBed narrowPeak	peaks	ENCSR000EKY	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens	lactate						DNA		see document	see document		2012-03-28	ENCODE											ENCFF001UWW	3241072	Gregory Crawford, Duke	6c342fd733e582f825005b9b7ced9780	https://www.encodeproject.org/files/ENCFF000SYT/@@download/ENCFF000SYT.bigBed	hg19	
ENCFF000SYW	bigWig	signal	ENCSR000EKY	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens	lactate						DNA		see document	see document		2012-03-28	ENCODE												3416800354	Gregory Crawford, Duke	6065a3e1a9367158a97bc66e117be3a7	https://www.encodeproject.org/files/ENCFF000SYW/@@download/ENCFF000SYW.bigWig	hg19	
ENCFF000ZTN	bigBed narrowPeak	peaks	ENCSR000DKB	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-FOS-human	ENCAB000ASW	DNA		see document	see document		2011-06-03	ENCODE											ENCFF001VRH	788364	Kevin White, UChicago	c2a2f9a7cbb57398498a4d371b5bc049	https://www.encodeproject.org/files/ENCFF000ZTN/@@download/ENCFF000ZTN.bigBed	hg19	
ENCFF000ZTP	bigWig	signal	ENCSR000DKB	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-FOS-human	ENCAB000ASW	DNA		see document	see document		2011-06-03	ENCODE												292737292	Kevin White, UChicago	c7fb5effb153da5168b5c039a92f3a93	https://www.encodeproject.org/files/ENCFF000ZTP/@@download/ENCFF000ZTP.bigWig	hg19	
ENCFF422QVU	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000DKB	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-FOS-human	ENCAB000ASW	DNA		see document	see document		2011-06-03	ENCODE											ENCFF002DDV	570591	ENCODE Consortium	3c788793e0262cd8c35f6cced81dc4a6	https://www.encodeproject.org/files/ENCFF422QVU/@@download/ENCFF422QVU.bigBed	hg19	
ENCFF000BZD	bigBed broadPeak	peaks	ENCSR000AQF	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					HDAC1-human	ENCAB000AHH	DNA		see document	see document		2012-03-06	ENCODE											ENCFF001SZP	3731332	Bradley Bernstein, Broad	a2169f3a5c3ebd5a9e012eb3baee2d64	https://www.encodeproject.org/files/ENCFF000BZD/@@download/ENCFF000BZD.bigBed	hg19	
ENCFF000BZF	bigWig	signal	ENCSR000AQF	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					HDAC1-human	ENCAB000AHH	DNA		see document	see document		2012-03-06	ENCODE												479829066	Bradley Bernstein, Broad	76b52d53a629bcbce73cb2907d05d881	https://www.encodeproject.org/files/ENCFF000BZF/@@download/ENCFF000BZF.bigWig	hg19	
ENCFF365FRX	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000AQF	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					HDAC1-human	ENCAB000AHH	DNA		see document	see document		2012-03-06	ENCODE											ENCFF002CEN	740197	ENCODE Consortium	f04bdba41ce0b6a9a024c9254a4d5f74	https://www.encodeproject.org/files/ENCFF365FRX/@@download/ENCFF365FRX.bigBed	hg19	
ENCFF000BXY	bigBed broadPeak	peaks	ENCSR000AKU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE											ENCFF001SZJ	1474373	Bradley Bernstein, Broad	18273332d441fa9d433d1b9343fdca79	https://www.encodeproject.org/files/ENCFF000BXY/@@download/ENCFF000BXY.bigBed	hg19	
